id,sigTypeId,dataSource,deviceName,deviceType,waveDuration,waveStartTimestamp,waveEndTimestamp,eventStartTimestamp,samplingRate,faultType,description,dataType,eventTags,eventTagsBi,eventTags_color,embedding_x,embedding_y,embedding_coord,embedding_vectors,cluster_label,cluster_prob,hdbscan_minsize3_cluster_label
100-1,1,Provider 1,Site0003_F_0000050,,1.996,2007-03-22T00:00:00Z,2007-03-22T00:00:01.996800Z,2007-03-22T00:00:00.638170Z,15385.0,,deteriorated line fuse.,PoW,Events::Defect or Deterioration::Equip Deterioration/r/nEquipment::Interrupting Device::Fuse,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",0.039776612,-0.04074781,"-0.39645904302597046,0.20847348868846893","-0.39720044,0.20781736,0.32346314,-0.68726385,-0.036538653,-0.001134336,0.23820296,-0.40019,-0.47878152,0.6118194,0.5702763,0.1477974,0.019845359,0.039945364,-0.32041466,0.17938791,-0.10406072,0.41501522,0.087997794,0.18392,-0.1978058,-0.2807458,0.6707344,0.23380801,0.08209961,-0.03568291,-0.53648174,-0.24398609,0.7551879,0.25943083,-0.46299058,-0.3998002,0.040811524,0.32126752,0.19968079,0.11323559,0.4008447,-0.30464977,-0.0074151307,-0.91727686,0.47589993,0.21179253,0.2568055,0.14272536,-0.23180135,0.2901438,-0.1552102,-0.11107676,-0.20153482,0.09783334,0.5486126,-0.5221281,0.72276944,0.13182855,0.20026192,-0.55135024,-0.1551722,0.4751057,-0.5407917,0.13922766,0.3439689,-0.13387462,-0.04100234,0.06307506",1.0,0.8875862435489906,11.0
100-2,1,Provider 1,Site0003_F_0000050,,1.996,2007-03-22T00:00:00Z,2007-03-22T00:00:01.996800Z,2007-03-22T00:00:00.638170Z,15385.0,,deteriorated line fuse.,PoW,Events::Defect or Deterioration::Equip Deterioration/r/nEquipment::Interrupting Device::Fuse,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",0.06486611,-0.05484166,"-0.39645904302597046,0.20847348868846893","-0.39645904,0.20847349,0.3473149,-0.6938231,-0.040844437,0.006029941,0.23469241,-0.40239355,-0.48477554,0.6075037,0.56206995,0.13803211,0.01915878,0.036062613,-0.3351522,0.19119005,-0.102009736,0.4215213,0.084490284,0.19509706,-0.20387287,-0.28365213,0.67345536,0.21765473,0.07856654,-0.025307722,-0.5383203,-0.23775427,0.74574083,0.26235873,-0.46754926,-0.39611495,0.034342445,0.31898388,0.21171455,0.11068982,0.40951657,-0.3066612,0.0065557733,-0.9274565,0.47314632,0.20912194,0.24704067,0.1487812,-0.23136123,0.2841769,-0.15987225,-0.11414992,-0.20553277,0.08862783,0.54541147,-0.5051035,0.71227396,0.13034901,0.21305837,-0.54940593,-0.1488029,0.47585285,-0.5525817,0.13547048,0.34495327,-0.13024889,-0.040275283,0.06394801",1.0,0.989267534090703,11.0
101-1,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.303615Z,15385.0,,close last phase after truck hit p.,PoW,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase-ground::Phase AG,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",0.048459437,-0.043914963,"-0.4019247889518738,0.21591618657112122","-0.40025526,0.22190659,0.31058875,-0.6790736,-0.021785375,-0.0072291493,0.25108266,-0.3855763,-0.4683534,0.63726217,0.56165755,0.14872688,-0.020752996,0.04343106,-0.30138242,0.1493087,-0.109633416,0.40114152,0.12089124,0.17784369,-0.19105743,-0.3141539,0.66150975,0.2577887,0.065451235,-0.015956,-0.55263793,-0.22873247,0.7619007,0.27097982,-0.46118283,-0.40391424,0.020279936,0.3002577,0.20872666,0.1380405,0.39557332,-0.3002199,-0.0052286237,-0.922524,0.4740569,0.21506536,0.2559027,0.13595174,-0.25868818,0.2901615,-0.18240121,-0.1275968,-0.16583638,0.093926996,0.5616514,-0.49999017,0.7236187,0.14205495,0.18225835,-0.563197,-0.14006929,0.4763717,-0.53244555,0.13279708,0.3397489,-0.15452212,-0.02369871,0.07840435",1.0,0.9354409172932937,11.0
101-2,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.303615Z,15385.0,,close last phase after truck hit p.,PoW,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase-ground::Phase AG,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",0.028350653,-0.03560171,"-0.4019247889518738,0.21591618657112122","-0.4019248,0.21591619,0.30286247,-0.67805135,-0.025298864,-0.0072165504,0.24784908,-0.38988432,-0.47004515,0.6303752,0.56835514,0.1525634,-0.0037092492,0.04196009,-0.30011553,0.15427966,-0.10760284,0.40177238,0.11121516,0.17561711,-0.18964072,-0.3002981,0.6616974,0.25827032,0.07307335,-0.029379636,-0.5441824,-0.23797233,0.76462096,0.2643736,-0.4587716,-0.4046268,0.03080304,0.30909622,0.19525264,0.13102862,0.39272386,-0.30012256,-0.016911775,-0.9152641,0.47554636,0.2158499,0.2599053,0.13295834,-0.2480888,0.29433686,-0.17023967,-0.119601004,-0.1770596,0.09863871,0.55977213,-0.51698107,0.727943,0.13950098,0.18046236,-0.55884755,-0.14976814,0.47529978,-0.525835,0.13736889,0.3410139,-0.14824846,-0.028946683,0.07415126",1.0,0.7777240666734254,11.0
102-1,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.805740Z,15385.0,,close another phase.,PoW,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Phase B/r/nPhase::Single-phase-ground::Phase BG,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",0.032137364,-0.040906645,"-0.3998683989048004,0.20026558637619019","-0.4011879,0.20677899,0.32210737,-0.6838503,-0.03665013,-0.0014312416,0.23534599,-0.39589146,-0.48029798,0.6111126,0.5672144,0.14459383,0.018756066,0.035561517,-0.31786752,0.18035412,-0.10070215,0.41332352,0.08463408,0.18482284,-0.1957641,-0.28251082,0.66861635,0.23752338,0.07961289,-0.034814574,-0.53644097,-0.23926781,0.7529657,0.25815615,-0.45840424,-0.39798224,0.037416764,0.32009923,0.19466545,0.11573906,0.40030223,-0.30212986,-0.008509055,-0.91345024,0.4719687,0.21268976,0.2554282,0.14170693,-0.23485923,0.2933538,-0.15596472,-0.11137429,-0.19747622,0.09649978,0.55162734,-0.5227412,0.72777206,0.1305307,0.19516645,-0.55049044,-0.15709554,0.47865498,-0.5377054,0.14265047,0.34765968,-0.13589394,-0.039211765,0.06531089",1.0,0.8441016771658726,11.0
102-2,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.805740Z,15385.0,,close another phase.,PoW,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Phase B/r/nPhase::Single-phase-ground::Phase BG,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-0.14271198,0.0067657186,"-0.3998683989048004,0.20026558637619019","-0.3998684,0.20026559,0.2855671,-0.6572757,-0.030451335,-0.036664043,0.2344051,-0.38290688,-0.47239518,0.5907432,0.58465827,0.1421937,0.028903984,-0.0011717528,-0.2816702,0.16818734,-0.12484231,0.40937454,0.10159549,0.18379107,-0.19951765,-0.28010237,0.6379233,0.24387479,0.11539301,-0.057505853,-0.5246384,-0.22914395,0.7218447,0.24412069,-0.40722775,-0.3924852,0.04323204,0.3309906,0.1493665,0.1142534,0.3604796,-0.28759563,0.0062700883,-0.86025023,0.43506247,0.22970411,0.23565158,0.0934626,-0.22294688,0.25906292,-0.14013581,-0.09753779,-0.19979627,0.12572762,0.548364,-0.52422655,0.71048224,0.119565114,0.16419253,-0.5345124,-0.14437687,0.44267243,-0.48394316,0.12981296,0.34258765,-0.14130688,-0.02023276,0.056801528",0.0,0.972860267051593,5.0
103-1,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.936325Z,15385.0,,close phase A after pole repair.,PoW,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Nonspecific Single-phase,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-0.14020455,0.010398461,"-0.40568074584007263,0.1967782974243164","-0.4017332,0.20499477,0.2743621,-0.6589273,-0.027963836,-0.037922345,0.24167405,-0.37865952,-0.4734345,0.60035133,0.58178955,0.14362377,0.017548606,0.001325354,-0.2707858,0.16015083,-0.123550795,0.40358126,0.11495201,0.1782065,-0.20080473,-0.29223597,0.6296341,0.25607526,0.11131729,-0.04987041,-0.52589554,-0.2273333,0.72715604,0.24911024,-0.4068423,-0.393012,0.038919196,0.3223168,0.14847475,0.12842947,0.35940325,-0.28495213,-0.0032516122,-0.8616363,0.43525177,0.22777206,0.2375252,0.08839825,-0.23037875,0.26137644,-0.14603332,-0.10704754,-0.19045524,0.13153106,0.5556047,-0.52208096,0.71354747,0.12023468,0.15798533,-0.53826916,-0.14409505,0.4455375,-0.48143882,0.12966555,0.34325546,-0.14750397,-0.010412864,0.064864986",0.0,0.9492041864731696,5.0
103-2,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.936325Z,15385.0,,close phase A after pole repair.,PoW,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Nonspecific Single-phase,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-0.13391888,-0.0037148024,"-0.40568074584007263,0.1967782974243164","-0.40568075,0.1967783,0.29498446,-0.66310513,-0.03500162,-0.032102674,0.22898778,-0.38413912,-0.47715616,0.58412963,0.5768439,0.13766254,0.03193399,-0.005351804,-0.2865618,0.17497773,-0.118886776,0.41076523,0.097672895,0.19040194,-0.20102039,-0.2849738,0.63782465,0.2349256,0.11278011,-0.053294845,-0.52543175,-0.22836295,0.715365,0.24276336,-0.41058546,-0.38529998,0.038603045,0.32971993,0.15439577,0.11439055,0.36566597,-0.29011953,0.0064310506,-0.85932064,0.4325574,0.22621033,0.22979514,0.09485833,-0.2195162,0.25791472,-0.14130819,-0.0986813,-0.20211767,0.1243824,0.5470355,-0.5180401,0.70897907,0.11781445,0.17207013,-0.530844,-0.13884938,0.44474512,-0.49194705,0.12790266,0.346822,-0.13768241,-0.02000451,0.059470728",0.0,0.9720529761721329,4.0
104-1,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.936325Z,15385.0,,truck hit pole sub breaker 1225 33.,PoW,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEquipment::Substation::Nonspecific Substation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-0.14020455,0.010398565,"-0.40568074584007263,0.1967782974243164","-0.4017332,0.20499477,0.2743621,-0.6589273,-0.027963836,-0.037922345,0.24167405,-0.37865952,-0.4734345,0.60035133,0.58178955,0.14362377,0.017548606,0.001325354,-0.2707858,0.16015083,-0.123550795,0.40358126,0.11495201,0.1782065,-0.20080473,-0.29223597,0.6296341,0.25607526,0.11131729,-0.04987041,-0.52589554,-0.2273333,0.72715604,0.24911024,-0.4068423,-0.393012,0.038919196,0.3223168,0.14847475,0.12842947,0.35940325,-0.28495213,-0.0032516122,-0.8616363,0.43525177,0.22777206,0.2375252,0.08839825,-0.23037875,0.26137644,-0.14603332,-0.10704754,-0.19045524,0.13153106,0.5556047,-0.52208096,0.71354747,0.12023468,0.15798533,-0.53826916,-0.14409505,0.4455375,-0.48143882,0.12966555,0.34325546,-0.14750397,-0.010412864,0.064864986",0.0,0.9492031818520805,5.0
104-2,1,Provider 1,Site0002_F_0000047,,1.996,2007-02-07T00:00:00Z,2007-02-07T00:00:01.996800Z,2007-02-07T00:00:00.936325Z,15385.0,,truck hit pole sub breaker 1225 33.,PoW,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEquipment::Substation::Nonspecific Substation,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","(0.050383, 0.029803, 0.527975, 1.0)",-0.13391893,-0.0037147626,"-0.40568074584007263,0.1967782974243164","-0.40568075,0.1967783,0.29498446,-0.66310513,-0.03500162,-0.032102674,0.22898778,-0.38413912,-0.47715616,0.58412963,0.5768439,0.13766254,0.03193399,-0.005351804,-0.2865618,0.17497773,-0.118886776,0.41076523,0.097672895,0.19040194,-0.20102039,-0.2849738,0.63782465,0.2349256,0.11278011,-0.053294845,-0.52543175,-0.22836295,0.715365,0.24276336,-0.41058546,-0.38529998,0.038603045,0.32971993,0.15439577,0.11439055,0.36566597,-0.29011953,0.0064310506,-0.85932064,0.4325574,0.22621033,0.22979514,0.09485833,-0.2195162,0.25791472,-0.14130819,-0.0986813,-0.20211767,0.1243824,0.5470355,-0.5180401,0.70897907,0.11781445,0.17207013,-0.530844,-0.13884938,0.44474512,-0.49194705,0.12790266,0.346822,-0.13768241,-0.02000451,0.059470728",0.0,0.9720530560746695,4.0
