id,vae_x,vae_y,vae_eventTags,vae_cluster_label,tft_x,tft_y,tft_eventTags,tft_cluster_label
1,-21.159279,2.8953967,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0,12.100836,-1.3134731,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0
2,-19.97494,-0.40530044,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0,-3.8751888,0.9232321,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0
3,-1.9509504,-2.6422307,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Circuit Breaker/r/nConditions::Equipment Conditions::Live wire on ground,0,-4.313411,-2.195459,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Circuit Breaker/r/nConditions::Equipment Conditions::Live wire on ground,0
4,-20.943832,4.073271,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,-0.18875977,-4.5241137,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
5,-21.487677,2.944966,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,12.591019,-1.2267667,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
6,-20.108727,5.745066,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,12.663381,-1.1812388,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
7,-20.279404,5.41772,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,12.630624,-1.1943899,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
8,7.378096,-25.638086,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1,12.424289,-1.3954061,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,0
9,-0.47832412,-3.8306496,Equipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-5.19532,-3.193178,Equipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
10,-21.791521,2.9745228,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0,12.101534,-1.3130091,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0
11,-20.569614,4.8720903,Events::Other::Mylar Balloon/r/nEquipment::Substation::Distribution/r/nEquipment::Interrupting Device::Recloser,0,12.080424,-1.296401,Events::Other::Mylar Balloon/r/nEquipment::Substation::Distribution/r/nEquipment::Interrupting Device::Recloser,0
12,-21.55731,3.0176742,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-0.26869693,-4.4540253,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
13,-15.899616,-1.509418,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-0.58102846,-4.2076583,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
14,-14.322835,-1.3753887,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0,-2.7933805,-0.26549825,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0
15,7.030089,-25.619589,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1,-12.141813,-8.436888,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1
16,8.959415,-24.73966,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1,-12.21381,-8.429586,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1
17,8.893278,-24.838234,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1,-12.097393,-8.435429,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1
18,6.6798687,-25.75192,Events::Error::Conductor Sag or Inadequate Clearance,1,-12.860616,-8.445047,Events::Error::Conductor Sag or Inadequate Clearance,1
19,7.629581,-26.370815,Events::Equipment Failure::Equipment Failure/r/nEvents::Fault::Insulation Fault/r/nEquipment::Overhead Equipment::Insulator,1,-12.659432,-8.102059,Events::Equipment Failure::Equipment Failure/r/nEvents::Fault::Insulation Fault/r/nEquipment::Overhead Equipment::Insulator,1
20,3.5104928,-26.723698,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-15.248914,-5.69965,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
21,6.6074924,-27.095547,Events::Construction & Maintenance::Forced Maintenance,1,-15.257292,-5.6954155,Events::Construction & Maintenance::Forced Maintenance,1
22,1.3162533,-27.102575,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-15.277885,-5.678806,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
23,4.211333,-27.951763,Events::Vegetation::Tree,1,-15.371381,-5.5376077,Events::Vegetation::Tree,1
24,5.0822988,-25.022228,Conditions::Weather::Lightning Storm/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1,-13.077675,-8.111422,Conditions::Weather::Lightning Storm/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1
25,3.5153875,-27.17034,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-14.91289,-6.2033663,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
26,1.4234128,-27.123945,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-12.873524,-8.443414,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
27,6.877125,-28.303423,Events::Equipment Failure::Transformer Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Transformer::Overhead Service Transformer,1,-13.635437,-8.650825,Events::Equipment Failure::Transformer Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Transformer::Overhead Service Transformer,1
28,4.9369493,-25.08558,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1,-12.495058,-8.418662,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1
29,1.2682773,-27.097181,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1,-15.241575,-5.714694,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1
30,1.4896526,-27.188248,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1,-13.845176,-7.7542667,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1
