id,vae_x,vae_y,vae_eventTags,vae_cluster_label,tft_x,tft_y,tft_eventTags,tft_cluster_label
100-1,-2.9317412,5.350043,Events::Defect or Deterioration::Equip Deterioration/r/nEquipment::Interrupting Device::Fuse,0,-1.5619783,-5.5556145,Events::Defect or Deterioration::Equip Deterioration/r/nEquipment::Interrupting Device::Fuse,0
100-2,-0.48029342,-3.7807076,Events::Defect or Deterioration::Equip Deterioration/r/nEquipment::Interrupting Device::Fuse,0,-1.6753489,-6.862801,Events::Defect or Deterioration::Equip Deterioration/r/nEquipment::Interrupting Device::Fuse,0
101-1,-7.771462,3.4282722,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase-ground::Phase AG,0,0.9803578,-2.7340293,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase-ground::Phase AG,0
101-2,-7.9806037,5.874242,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase-ground::Phase AG,0,0.9249697,-3.3292973,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase-ground::Phase AG,0
102-1,-3.4088426,5.9387355,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Phase B/r/nPhase::Single-phase-ground::Phase BG,0,-1.4124725,-5.116248,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Phase B/r/nPhase::Single-phase-ground::Phase BG,0
102-2,-1.3142694,-3.4357088,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Phase B/r/nPhase::Single-phase-ground::Phase BG,0,10.442996,-6.2924027,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Phase B/r/nPhase::Single-phase-ground::Phase BG,0
103-1,-2.8354607,5.3268127,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Nonspecific Single-phase,0,10.870156,-5.617033,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Nonspecific Single-phase,0
103-2,-0.6559604,-3.8362792,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Nonspecific Single-phase,0,10.438827,-6.834073,State::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nPhase::Single-phase::Nonspecific Single-phase,0
104-1,-2.8354607,5.3268127,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEquipment::Substation::Nonspecific Substation,0,10.852144,-5.602956,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEquipment::Substation::Nonspecific Substation,0
104-2,-0.6562968,-3.8367891,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEquipment::Substation::Nonspecific Substation,0,10.438297,-6.8338585,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEquipment::Substation::Nonspecific Substation,0
105-1,4.6109085,-6.8861246,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Recloser,0,-5.151781,5.4649653,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Recloser,0
105-2,7.4779634,-6.532822,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Recloser,0,-5.0480103,5.4594407,Events::External::Motor Vehicle Accident/r/nState::Change State::Close/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Recloser,0
106-1,6.7653694,-3.0578766,Events::External::Motor Vehicle Accident/r/nEquipment::Overhead Equipment::Pole,0,-4.9637585,5.448565,Events::External::Motor Vehicle Accident/r/nEquipment::Overhead Equipment::Pole,0
106-2,2.7889235,0.43726763,Events::External::Motor Vehicle Accident/r/nEquipment::Overhead Equipment::Pole,0,-4.9561462,5.4468803,Events::External::Motor Vehicle Accident/r/nEquipment::Overhead Equipment::Pole,0
107-1,8.7200165,-3.0315866,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker,0,-6.0993357,5.5095973,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker,0
107-2,2.7543368,0.53410625,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker,0,11.599054,-0.91548014,Events::External::Motor Vehicle Accident/r/nState::Change State::Open/r/nEquipment::Overhead Equipment::Pole/r/nEquipment::Interrupting Device::Circuit Breaker,0
108-1,-7.460662,5.3934407,Events::Fault::Nonspecific Fault/r/nEvents::External::Customer Equipment,0,10.615326,-0.7994907,Events::Fault::Nonspecific Fault/r/nEvents::External::Customer Equipment,0
108-2,-5.886847,6.3985095,Events::Fault::Nonspecific Fault/r/nEvents::External::Customer Equipment,0,10.530256,-0.78366244,Events::Fault::Nonspecific Fault/r/nEvents::External::Customer Equipment,0
109-1,-3.7922738,6.0757966,State::Change State::Off/r/nEquipment::Devices::Capacitor,0,10.349952,-0.7609758,State::Change State::Off/r/nEquipment::Devices::Capacitor,0
109-2,-1.4545826,-3.1448996,State::Change State::Off/r/nEquipment::Devices::Capacitor,0,10.301591,-0.74860525,State::Change State::Off/r/nEquipment::Devices::Capacitor,0
110-1,2.2579663,1.4259717,State::Change State::On/r/nEquipment::Devices::Capacitor,0,-3.8420055,-5.278665,State::Change State::On/r/nEquipment::Devices::Capacitor,0
110-2,-6.5976276,2.1536405,State::Change State::On/r/nEquipment::Devices::Capacitor,0,-3.8628957,-5.429377,State::Change State::On/r/nEquipment::Devices::Capacitor,0
137-1,0.7406391,-0.104516126,Events::Power Quality::Current Surge/r/nEvents::Power Quality::Transient/r/nEvents::Other::Unknown,0,-4.6032553,-5.5152206,Events::Power Quality::Current Surge/r/nEvents::Power Quality::Transient/r/nEvents::Other::Unknown,0
193-1,-1.5664476,0.6446634,Equipment::Overhead Equipment::Splice or Deadend/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEvents::Fault::Nonspecific Fault/r/nEquipment::Substation::Nonspecific Substation,0,-4.621427,-5.217096,Equipment::Overhead Equipment::Splice or Deadend/r/nEquipment::Interrupting Device::Circuit Breaker/r/nEvents::Fault::Nonspecific Fault/r/nEquipment::Substation::Nonspecific Substation,0
