id,vae_x,vae_y,vae_eventTags,vae_cluster_label,tft_x,tft_y,tft_eventTags,tft_cluster_label
1,-9.372058,-9.860061,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0,9.080326,-3.800968,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0
2,-11.630882,-7.700183,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0,-5.668243,-12.247127,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0
3,-15.330327,11.470335,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Circuit Breaker/r/nConditions::Equipment Conditions::Live wire on ground,0,-5.1737633,-9.056775,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Circuit Breaker/r/nConditions::Equipment Conditions::Live wire on ground,0
4,-8.304946,-10.661661,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,-0.21501736,-12.210938,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
5,-9.118625,-9.444302,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,9.52232,-3.5111368,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
6,-6.473884,-12.62201,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,9.601342,-3.4514673,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
7,-6.8503604,-12.222866,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,9.566469,-3.4761636,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
8,5.473801,21.86084,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1,9.322393,-3.6655536,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,0
9,-14.616084,13.024453,Equipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-5.7311115,-7.748115,Equipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
10,-8.924953,-9.525995,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0,9.080271,-3.8010082,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0
11,-7.3719144,-11.6656,Events::Other::Mylar Balloon/r/nEquipment::Substation::Distribution/r/nEquipment::Interrupting Device::Recloser,0,9.068709,-3.8067257,Events::Other::Mylar Balloon/r/nEquipment::Substation::Distribution/r/nEquipment::Interrupting Device::Recloser,0
12,-9.074325,-9.766797,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-0.31186536,-12.154477,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
13,-13.340216,-1.9646264,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-0.6686104,-11.930099,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
14,-14.907191,-1.2610395,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0,-4.364252,-11.58562,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0
15,5.508656,22.110535,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1,-14.241165,-2.6798837,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1
16,6.0831275,20.077797,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1,-14.29479,-2.6715329,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1
17,6.028921,20.13375,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1,-14.182283,-2.692024,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1
18,5.5150723,22.548454,Events::Error::Conductor Sag or Inadequate Clearance,1,-14.97594,-2.5616484,Events::Error::Conductor Sag or Inadequate Clearance,1
19,4.662799,22.08182,Events::Equipment Failure::Equipment Failure/r/nEvents::Fault::Insulation Fault/r/nEquipment::Overhead Equipment::Insulator,1,-14.512831,-2.1394172,Events::Equipment Failure::Equipment Failure/r/nEvents::Fault::Insulation Fault/r/nEquipment::Overhead Equipment::Insulator,1
20,6.396043,25.758427,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-15.57271,0.77831024,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
21,4.401574,23.361946,Events::Construction & Maintenance::Forced Maintenance,1,-15.578267,0.783879,Events::Construction & Maintenance::Forced Maintenance,1
