id,vae_x,vae_y,vae_eventTags,vae_cluster_label,tft_x,tft_y,tft_eventTags,tft_cluster_label
1,5.1840496,15.039538,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0,11.91064,0.47993532,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0
2,1.8735512,15.0099945,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0,-4.540221,-0.5618115,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0
3,-7.4587607,-1.555695,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Circuit Breaker/r/nConditions::Equipment Conditions::Live wire on ground,0,-4.0253916,2.9297419,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Circuit Breaker/r/nConditions::Equipment Conditions::Live wire on ground,0
4,6.149226,14.5141535,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,-0.16118026,-1.0100683,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
5,5.181764,15.366832,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,12.417179,0.4167475,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
6,7.6365867,12.9897585,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,12.508853,0.41611758,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
7,7.2783985,13.359684,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0,12.470834,0.41849864,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Live wire on ground,0
8,-30.50177,-0.47844392,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1,12.17971,0.39456472,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,0
9,-9.084603,-2.4105432,Equipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-4.528098,4.2965827,Equipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
10,5.1911664,15.642921,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0,11.911025,0.4799861,Events::Fault::Momentary/r/nEvents::System Event/Condition::Sag/r/nEquipment::Interrupting Device::Recloser,0
11,6.898486,13.769584,Events::Other::Mylar Balloon/r/nEquipment::Substation::Distribution/r/nEquipment::Interrupting Device::Recloser,0,11.894502,0.4918273,Events::Other::Mylar Balloon/r/nEquipment::Substation::Distribution/r/nEquipment::Interrupting Device::Recloser,0
12,5.3013134,15.390723,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-0.20032912,-0.9332674,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
13,-1.1686196,6.6078424,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0,-0.35582638,-0.5606167,Equipment::Substation::Distribution/r/nEquipment::Overhead Equipment::Conductor/r/nEquipment::Overhead Equipment::Insulator/r/nEquipment::Interrupting Device::Recloser/r/nConditions::Equipment Conditions::Conductor off insulator,0
14,-0.5609797,7.9316387,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0,-3.4303987,0.081595324,Events::Other::Unknown/r/nEquipment::Interrupting Device::Recloser,0
15,-30.860971,-0.57240534,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1,-12.397262,10.635093,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1
16,-29.729555,1.2977197,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1,-12.448316,10.636861,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser/r/nEvents::Fault::Unknown Fault,1
17,-29.720537,1.1666352,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1,-12.343517,10.631873,Events::Vegetation::Tree/r/nEquipment::Interrupting Device::Recloser,1
18,-31.111073,-0.8504924,Events::Error::Conductor Sag or Inadequate Clearance,1,-13.054721,10.752535,Events::Error::Conductor Sag or Inadequate Clearance,1
19,-30.006577,-1.0079741,Events::Equipment Failure::Equipment Failure/r/nEvents::Fault::Insulation Fault/r/nEquipment::Overhead Equipment::Insulator,1,-12.976452,10.173826,Events::Equipment Failure::Equipment Failure/r/nEvents::Fault::Insulation Fault/r/nEquipment::Overhead Equipment::Insulator,1
20,-33.822567,-2.769461,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-15.30777,8.269776,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
21,-30.666765,-2.0055852,Events::Construction & Maintenance::Forced Maintenance,1,-15.3130665,8.270658,Events::Construction & Maintenance::Forced Maintenance,1
22,-33.739067,-5.4234905,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-15.33103,8.259509,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
23,-32.57597,-3.6410022,Events::Vegetation::Tree,1,-15.421592,8.136539,Events::Vegetation::Tree,1
24,-33.07301,-0.7030047,Conditions::Weather::Lightning Storm/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1,-13.3126135,10.296975,Conditions::Weather::Lightning Storm/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1
25,-33.61893,-3.1545775,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-14.956347,8.727262,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
26,-33.917526,-5.2705865,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1,-13.043454,10.748248,Events::Vegetation::Tree/r/nPhase::Single-phase::Phase A,1
27,-29.770634,-2.9751341,Events::Equipment Failure::Transformer Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Transformer::Overhead Service Transformer,1,-13.706616,11.035119,Events::Equipment Failure::Transformer Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Transformer::Overhead Service Transformer,1
28,-33.178043,-0.8093101,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1,-12.716241,10.6595335,Events::External::Lightning Strike/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1
29,-33.821426,-5.441492,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1,-15.293805,8.292164,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1
30,-33.85247,-5.249663,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1,-13.949492,10.008474,Events::Equipment Failure::Transformer Failure/r/nEvents::External::Lightning Strike/r/nEquipment::Transformer::Overhead Service Transformer,1
31,-30.333952,-0.61227113,Events::Equipment Failure::Equipment Failure/r/nEquipment::Overhead Equipment::Insulator,1,-19.064,12.145586,Events::Equipment Failure::Equipment Failure/r/nEquipment::Overhead Equipment::Insulator,1
32,-31.999653,-3.7026746,Conditions::Weather::Heavy Rain/r/nConditions::Weather::Lightning Storm/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1,-19.943443,13.06404,Conditions::Weather::Heavy Rain/r/nConditions::Weather::Lightning Storm/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1
33,-31.89379,1.0276272,Events::Wildlife::Small Animal/r/nEquipment::Interrupting Device::Fuse,1,-20.220749,12.016024,Events::Wildlife::Small Animal/r/nEquipment::Interrupting Device::Fuse,1
34,-31.6845,1.1679914,Events::Wildlife::Small Animal/r/nEquipment::Interrupting Device::Fuse,1,-20.582767,12.160359,Events::Wildlife::Small Animal/r/nEquipment::Interrupting Device::Fuse,1
35,-30.870083,-3.042807,Events::Vegetation::Branches/r/nEvents::Vegetation::Tree,1,-19.814507,13.154997,Events::Vegetation::Branches/r/nEvents::Vegetation::Tree,1
36,-33.536823,-1.8281537,Conditions::Weather::Ice/r/nEvents::Vegetation::Branches/r/nEvents::Vegetation::Tree/r/nEquipment::Interrupting Device::Fuse,1,-15.0255375,11.608124,Conditions::Weather::Ice/r/nEvents::Vegetation::Branches/r/nEvents::Vegetation::Tree/r/nEquipment::Interrupting Device::Fuse,1
37,-32.635082,-0.812369,Events::Vegetation::Tree,1,-14.962816,11.722176,Events::Vegetation::Tree,1
38,-31.947906,1.0636028,Events::Vegetation::Branches/r/nEvents::Vegetation::Tree,1,-15.009427,11.626704,Events::Vegetation::Branches/r/nEvents::Vegetation::Tree,1
39,-31.095345,-3.310587,Conditions::Weather::Heavy Rain/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1,-15.012735,11.629735,Conditions::Weather::Heavy Rain/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1
40,-30.126347,-3.1029944,Conditions::Weather::Heavy Rain/r/nEvents::Protection Event::Fuse Blow/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1,-20.326303,12.487356,Conditions::Weather::Heavy Rain/r/nEvents::Protection Event::Fuse Blow/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1
41,-29.758848,-2.49816,Events::Equipment Failure::Equipment Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1,-19.725761,12.209066,Events::Equipment Failure::Equipment Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Interrupting Device::Fuse Cutout/r/nEquipment::Interrupting Device::Fuse,1
42,-34.59418,-3.7842586,Events::Protection Event::Fuse Blow/r/nEvents::Wildlife::Squirrel/r/nEquipment::Interrupting Device::Fuse,1,-19.169184,11.854114,Events::Protection Event::Fuse Blow/r/nEvents::Wildlife::Squirrel/r/nEquipment::Interrupting Device::Fuse,1
43,-31.575686,-0.8950229,Events::Equipment Failure::Equipment Failure/r/nEvents::Equipment Failure::Transformer Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Interrupting Device::Fuse/r/nEquipment::Transformer::Underground Service Transformer,1,-19.620485,12.60357,Events::Equipment Failure::Equipment Failure/r/nEvents::Equipment Failure::Transformer Failure/r/nEvents::Protection Event::Fuse Blow/r/nEquipment::Interrupting Device::Fuse/r/nEquipment::Transformer::Underground Service Transformer,1
44,-32.86072,-3.5476084,Events::Protection Event::Fuse Blow/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1,-19.53224,13.176435,Events::Protection Event::Fuse Blow/r/nEvents::Other::Unknown/r/nEquipment::Interrupting Device::Fuse,1
45,32.651936,-0.35706407,Events::External::Lightning Strike,2,27.18292,1.6342593,Events::External::Lightning Strike,2
46,35.760475,0.5981186,Events::Equipment Failure::Arcing,2,27.047396,1.446997,Events::Equipment Failure::Arcing,2
47,35.03656,2.3961864,Events::Vegetation::Branches/r/nEvents::Vegetation::Tree,2,27.412569,1.7506664,Events::Vegetation::Branches/r/nEvents::Vegetation::Tree,2
48,35.369217,2.2535043,Events::Equipment Failure::Arcing,2,27.412563,1.7505579,Events::Equipment Failure::Arcing,2
49,35.87312,1.1927079,Events::Equipment Failure::Arcing,2,27.044958,1.4398583,Events::Equipment Failure::Arcing,2
50,35.50373,2.1615372,Events::Equipment Failure::Arcing,2,29.019337,-1.1613928,Events::Equipment Failure::Arcing,2
51,32.544514,0.5223618,Events::Wildlife::Squirrel,2,29.028645,-1.155025,Events::Wildlife::Squirrel,2
52,32.67927,0.0071378276,Events::Equipment Failure::Equipment Failure/r/nEquipment::Overhead Equipment::Arrester,2,29.03362,-1.1384132,Events::Equipment Failure::Equipment Failure/r/nEquipment::Overhead Equipment::Arrester,2
53,32.76414,0.90690833,Events::Other::Unknown,2,29.054413,-1.0706795,Events::Other::Unknown,2
54,33.03336,-0.15583992,Equipment::Load::Motor/r/nState::Change State::Start,2,29.503405,-1.6013588,Equipment::Load::Motor/r/nState::Change State::Start,2
55,33.02571,-0.14716288,Events::Wildlife::Bird/r/nEvents::Wildlife::Small Bird,2,29.505108,-1.6014172,Events::Wildlife::Bird/r/nEvents::Wildlife::Small Bird,2
56,-31.134323,-3.3532465,Events::Vegetation::Overgrowth/r/nEquipment::Transformer::Overhead Service Transformer,1,12.204319,0.38982147,Events::Vegetation::Overgrowth/r/nEquipment::Transformer::Overhead Service Transformer,0
57,33.35472,1.456601,Conditions::Weather::High Winds/r/nEvents::Protection Event::Fuse Blow/r/nEvents::Vegetation::Branches/r/nEvents::Vegetation::Tree/r/nEquipment::Interrupting Device::Fuse,2,29.668291,-1.4698471,Conditions::Weather::High Winds/r/nEvents::Protection Event::Fuse Blow/r/nEvents::Vegetation::Branches/r/nEvents::Vegetation::Tree/r/nEquipment::Interrupting Device::Fuse,2
58,33.723392,2.276706,Events::Equipment Failure::Transformer Failure/r/nEquipment::Transformer::Nonspecific Transformer,2,29.667942,-1.4666685,Events::Equipment Failure::Transformer Failure/r/nEquipment::Transformer::Nonspecific Transformer,2
59,33.402542,0.8776842,Conditions::Weather::High Winds/r/nEvents::Vegetation::Tree,2,29.3552,-0.826963,Conditions::Weather::High Winds/r/nEvents::Vegetation::Tree,2
60,36.645668,0.14955331,Events::Other::Unknown,2,29.37386,-0.79558605,Events::Other::Unknown,2
61,33.37833,1.1645694,Events::Equipment Failure::Nonspecific Equipment Failure/r/nEquipment::Switch::Nonspecific Switch,2,29.435102,-0.71353334,Events::Equipment Failure::Nonspecific Equipment Failure/r/nEquipment::Switch::Nonspecific Switch,2
62,37.021683,1.1813694,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2,29.579432,-0.5520285,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2
63,36.795914,0.21658665,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2,27.854551,1.3214664,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2
64,36.884563,0.51554286,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2,27.845394,1.3085202,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2
65,33.617542,2.3287258,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2,27.805828,1.2416347,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2
66,36.998924,1.0552835,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2,27.49986,0.9487529,Equipment::Overhead Equipment::Jumper/r/nEvents::Equipment Failure::Arcing,2
67,37.0686,0.953449,Conditions::Weather::High Winds/r/nEvents::Protection Event::Fuse Blow/r/nEvents::Vegetation::Tree/r/nEquipment::Interrupting Device::Fuse,2,27.500343,0.9472338,Conditions::Weather::High Winds/r/nEvents::Protection Event::Fuse Blow/r/nEvents::Vegetation::Tree/r/nEquipment::Interrupting Device::Fuse,2
68,33.996075,-0.39930278,Events::Wildlife::Large Animal/r/nEvents::Wildlife::Small Animal,2,29.856085,-0.60604703,Events::Wildlife::Large Animal/r/nEvents::Wildlife::Small Animal,2
69,37.3447,1.132764,Events::Vegetation::Tree,2,29.86433,-0.60564536,Events::Vegetation::Tree,2
70,37.335224,1.1274363,Events::Construction & Maintenance::Maintenance/r/nEvents::Equipment Failure::Equipment Failure/r/nEquipment::Underground Equipment::Elbow,2,29.865755,-0.6050343,Events::Construction & Maintenance::Maintenance/r/nEvents::Equipment Failure::Equipment Failure/r/nEquipment::Underground Equipment::Elbow,2
71,37.203304,0.38542372,Events::Vegetation::Tree/r/nEquipment::Overhead Equipment::Conductor,2,29.863363,-0.59996563,Events::Vegetation::Tree/r/nEquipment::Overhead Equipment::Conductor,2
